reviewStatus,compilerDecision,compilerNotes,queueRank,queueBucket,candidateId,lane,suggestedAction,priority,chapter,date,title,whyOpen,score,naid,sourceSeries,sourceNote,researchNote,catalogUrl,pdfUrl
,,,31,Conversation signal,RS 009-013,Requested source pool: IF Transition,Review requested source-pool lead,Conversation search lead,Cross-chapter,,NSC Procedural Manual - Binder 1 [3],memorandum of conversation | telephone conversation | NSC/DC,31,470760877,National Security Council (NSC) Institutional Files (IF) Transition Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, National Security Council (NSC) Institutional Files (IF) Transition Files, NSC Procedural Manual - Binder 1 [3].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470760877. Query hit(s): memorandum of conversation, telephone conversation, NSC/DC. Digital object: 41-bpr-nsc-hfiles-if_trans-99017-003.pdf. Catalog: https://catalog.archives.gov/id/470760877.",https://catalog.archives.gov/id/470760877,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/IF_Transition_348937136/41-bpr-nsc-hfiles-if_trans-99017-003.pdf
,,,30,Conversation signal,RS 005-023,Requested source pool: NSC/DC Meetings,Review requested source-pool lead,Conversation search lead,Cross-chapter,1990-01-27 to 1990-01-27,"NSC/DC 101 - January 27, 1990 - NSC/DC Meeting on COCOM, Keywords: COCOM",memorandum of conversation | telephone conversation | NSD,30,470761085,H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, NSC/DC 101 - January 27, 1990 - NSC/DC Meeting on COCOM, Keywords: COCOM.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761085. Query hit(s): memorandum of conversation, telephone conversation, NSD. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-101-90013-008.pdf. Catalog: https://catalog.archives.gov/id/470761085.",https://catalog.archives.gov/id/470761085,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-101-90013-008.pdf
,,,30,Conversation signal,GC 009,Gates Chronological Files,Screen for copied or staff-context records,Peripheral OCR hit,Greece,1989-01-01,Chron File (Official): Classified 1989 (Part I) [2 of 4],"the U. S. delegation to the biannual TREVI conferences since | 1985, the latest being in Athens, Greece during December, 1988. | Greece | memorandum of conversation | telephone conversation",30,470436942,Robert M. Gates' Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert M. Gates' Chronological Files, Chron File (Official): Classified 1989 (Part I) [2 of 4].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470436942. Query hit(s): Greece, memorandum of conversation, telephone conversation. OCR status: Full PDF OCR reviewed. OCR signals: the U. S. delegation to the biannual TREVI conferences since | 1985, the latest being in Athens, Greece during December, 1988.. PDF extent: 84 pages. Digital object: 41-bpr-nsc-gates-chron-cf00948-012.pdf. Catalog: https://catalog.archives.gov/id/470436942.",https://catalog.archives.gov/id/470436942,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/gates/chron_2554841/41-bpr-nsc-gates-chron-cf00948-012.pdf
,,,30,Signal review,RS 004-008,Requested source pool: NSC,Review requested source-pool lead,Country search lead,Greece; Turkey,1990-08-29 to 1990-08-29,"NSC0054 - August 29, 1990 - Persian Gulf Crisis, Economic Action Plan, Iraq [2]",Greece | Turkey | Turkish,30,470760960,H-Files - National Security Council (NSC) Meeting Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files - National Security Council (NSC) Meeting Files, NSC0054 - August 29, 1990 - Persian Gulf Crisis, Economic Action Plan, Iraq [2].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470760960. Query hit(s): Greece, Turkey, Turkish. Digital object: 41-bpr-nsc-hfiles-nsc_mtgs-54_2-90002-022.pdf. Catalog: https://catalog.archives.gov/id/470760960.",https://catalog.archives.gov/id/470760960,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-54_2-90002-022.pdf
,,,30,Signal review,RS 005-022,Requested source pool: NSC/DC Meetings,Review requested source-pool lead,Country search lead,Greece; Turkey,1989-11-03 to 1989-11-03,"NSC/DC 073 - November 03, 1989 - NSC/DC Meeting on, Keywords: Philippines",Greece | Turkey | NSC/DC,30,470761050,H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, NSC/DC 073 - November 03, 1989 - NSC/DC Meeting on, Keywords: Philippines.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761050. Query hit(s): Greece, Turkey, NSC/DC. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-73-90012-004.pdf. Catalog: https://catalog.archives.gov/id/470761050.",https://catalog.archives.gov/id/470761050,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-73-90012-004.pdf
,,,30,Signal review,RS 005-024,Requested source pool: NSC/DC Meetings,Review requested source-pool lead,Country search lead,Greece; Turkey,1990-08-10 to 1990-08-10,"NSC/DC 170 - August 10, 1990 - NSC/DC Meeting on Gulf Crisis via SVTS, Keywords: Iraq, Kuwait, Persian Gulf",Greece | Turkey | Turkish,30,470761163,H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, NSC/DC 170 - August 10, 1990 - NSC/DC Meeting on Gulf Crisis via SVTS, Keywords: Iraq, Kuwait, Persian Gulf.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761163. Query hit(s): Greece, Turkey, Turkish. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-170-90015-029.pdf. Catalog: https://catalog.archives.gov/id/470761163.",https://catalog.archives.gov/id/470761163,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-170-90015-029.pdf
,,,30,Signal review,RS 005-025,Requested source pool: NSC/DC Meetings,Review requested source-pool lead,Country search lead,Greece; Turkey,1991-02-07 to 1991-02-07,"NSC/DC 255A - February 07, 1991 - NSC/DC Meeting on Persian Gulf via SVTS, Keywords: Persian Gulf",Greece | Turkey | Turkish,30,470761264,H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, NSC/DC 255A - February 07, 1991 - NSC/DC Meeting on Persian Gulf via SVTS, Keywords: Persian Gulf.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761264. Query hit(s): Greece, Turkey, Turkish. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-255a-90018-035.pdf. Catalog: https://catalog.archives.gov/id/470761264.",https://catalog.archives.gov/id/470761264,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-255a-90018-035.pdf
,,,30,Signal review,RS 005-026,Requested source pool: NSC/DC Meetings,Review requested source-pool lead,Country search lead,Greece; Turkey,1992-11-10 to 1992-11-10,"NSC/DC 391 - November 10, 1992 - Small Group Meeting on Yugoslavia, Keywords: Yugoslavia Bosnia-Herzegovina",Greece | Turkey | Turkish,30,470761427,H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, NSC/DC 391 - November 10, 1992 - Small Group Meeting on Yugoslavia, Keywords: Yugoslavia Bosnia-Herzegovina.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761427. Query hit(s): Greece, Turkey, Turkish. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-391-90023-036.pdf. Catalog: https://catalog.archives.gov/id/470761427.",https://catalog.archives.gov/id/470761427,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-391-90023-036.pdf
,,,29,Conversation signal,RS 004-009,Requested source pool: NSC,Review requested source-pool lead,Conversation search lead,Cross-chapter,1989-03-29 to 1989-03-29,"NSC0007 - March 29, 1989 - Middle East Peace Process",memcon | NSC/DC | NSR,29,470760891,H-Files - National Security Council (NSC) Meeting Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files - National Security Council (NSC) Meeting Files, NSC0007 - March 29, 1989 - Middle East Peace Process.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470760891. Query hit(s): memcon, NSC/DC, NSR. Digital object: 41-bpr-nsc-hfiles-nsc_mtgs-7-90000-007.pdf. Catalog: https://catalog.archives.gov/id/470760891.",https://catalog.archives.gov/id/470760891,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-7-90000-007.pdf
,,,29,Signal review,RS 004-010,Requested source pool: NSC,Review requested source-pool lead,Country search lead,Greece; Turkey,1990-09-20 to 1990-09-20,"NSC0055 - September 20, 1990 - Oil Supply, Energy, Persian Gulf [2]",Greece | Turkey | NSC/DC,29,470760962,H-Files - National Security Council (NSC) Meeting Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files - National Security Council (NSC) Meeting Files, NSC0055 - September 20, 1990 - Oil Supply, Energy, Persian Gulf [2].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470760962. Query hit(s): Greece, Turkey, NSC/DC. Digital object: 41-bpr-nsc-hfiles-nsc_mtgs-55_2-90002-024.pdf. Catalog: https://catalog.archives.gov/id/470760962.",https://catalog.archives.gov/id/470760962,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-55_2-90002-024.pdf
,,,28,Conversation signal,RS 008-002,Requested source pool: NSD,Review requested source-pool lead,Conversation search lead,Cross-chapter,1989-09-01 to 1989-09-01,"NSD-21 - September 01, 1989 - U.S. Policy toward Panama under Noriega after 1 September 1989",memorandum of conversation | NSC/DC | NSD,28,446396837,National Security Directives (NSD) Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, National Security Directives (NSD) Files, NSD-21 - September 01, 1989 - U.S. Policy toward Panama under Noriega after 1 September 1989.","Catalog provenance: Catalog access Restricted - Possibly; NAID 446396837. Query hit(s): memorandum of conversation, NSC/DC, NSD. Digital object: 41-bpr-nsc-hfiles-nsd-21-90003-028.pdf. Catalog: https://catalog.archives.gov/id/446396837.",https://catalog.archives.gov/id/446396837,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-21-90003-028.pdf
,,,28,Conversation signal,RS 008-003,Requested source pool: NSD,Review requested source-pool lead,Conversation search lead,Cross-chapter,1989-11-02 to 1989-11-02,"NSD-30 - November 02, 1989 - National Space Policy (National Space Policy Directive 1) [1]",memorandum of conversation | NSC/DC | NSD,28,446396847,National Security Directives (NSD) Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, National Security Directives (NSD) Files, NSD-30 - November 02, 1989 - National Space Policy (National Space Policy Directive 1) [1].","Catalog provenance: Catalog access Restricted - Possibly; NAID 446396847. Query hit(s): memorandum of conversation, NSC/DC, NSD. Digital object: 41-bpr-nsc-hfiles-nsd-30_1-90004-001.pdf. Catalog: https://catalog.archives.gov/id/446396847.",https://catalog.archives.gov/id/446396847,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-30_1-90004-001.pdf
,,,28,Signal review,RS 005-027,Requested source pool: NSC/DC Meetings,Review requested source-pool lead,Country search lead,Greece; Turkey,1990-01-31 to 1990-01-31,"NSC/DC 102 - January 31, 1990 - NSC/DC Meeting on Philippines, Keywords: Philippines, Military Bases",Greece | Turkey | NSR,28,470761086,H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, NSC/DC 102 - January 31, 1990 - NSC/DC Meeting on Philippines, Keywords: Philippines, Military Bases.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761086. Query hit(s): Greece, Turkey, NSR. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-102-90013-009.pdf. Catalog: https://catalog.archives.gov/id/470761086.",https://catalog.archives.gov/id/470761086,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-102-90013-009.pdf
