reviewStatus,compilerDecision,compilerNotes,compilerNumber,recordId,chapter,date,type,title,selectedNaid,selectedCatalogUrl,selectedPdfUrl,scheduleNaids,matchRank,matchScore,matchStatus,matchReasons,candidateId,lane,candidateDate,candidateTitle,candidateNaid,candidatePriority,sourceSeries,candidateCatalogUrl,candidatePdfUrl
,,,3.034,conversation-428081419,Turkey,1991-02-05,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, February 5, 1991",428081419,https://catalog.archives.gov/id/428081419,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-02-05--Ozal.pdf,186342; 415891092; 415891093,1,93,Review likely source/context packet,"chapter match: Turkey; same month: 1991-02; date signal: February 5, 1991; person signal: ozal; country signal: turkey",RS 003-002,Requested source pool: Presidential Daily Diary and Backup,1991-02-05,"President's Daily Diary Entry, February 5, 1991",186342,Schedule corroboration source,Presidential Daily Diary and Presidential Daily Backup Materials,https://catalog.archives.gov/id/186342,
,,,3.035,conversation-428081459,Turkey,1991-02-15,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, February 15, 1991",428081459,https://catalog.archives.gov/id/428081459,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-02-15--Ozal.pdf,415891112; 415891113,1,63,Review likely source/context packet,chapter match: Turkey; same month: 1991-02; person signal: ozal; country signal: turkey,RS 003-002,Requested source pool: Presidential Daily Diary and Backup,1991-02-05,"President's Daily Diary Entry, February 5, 1991",186342,Schedule corroboration source,Presidential Daily Diary and Presidential Daily Backup Materials,https://catalog.archives.gov/id/186342,
,,,3.036,conversation-428081469,Turkey,1991-02-19,Telcon,"Telcon with President Turgut Ozal of Turkey on February 19, 1991",428081469,https://catalog.archives.gov/id/428081469,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-02-19--Ozal.pdf,415891120; 415891121,1,63,Review likely source/context packet,chapter match: Turkey; same month: 1991-02; person signal: ozal; country signal: turkey,RS 003-002,Requested source pool: Presidential Daily Diary and Backup,1991-02-05,"President's Daily Diary Entry, February 5, 1991",186342,Schedule corroboration source,Presidential Daily Diary and Presidential Daily Backup Materials,https://catalog.archives.gov/id/186342,
,,,3.037,conversation-428081499,Turkey,1991-02-23,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey: February 23, 1991",428081499,https://catalog.archives.gov/id/428081499,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-02-23--Ozal.pdf,415891128; 415891129,1,63,Review likely source/context packet,chapter match: Turkey; same month: 1991-02; person signal: ozal; country signal: turkey,RS 003-002,Requested source pool: Presidential Daily Diary and Backup,1991-02-05,"President's Daily Diary Entry, February 5, 1991",186342,Schedule corroboration source,Presidential Daily Diary and Presidential Daily Backup Materials,https://catalog.archives.gov/id/186342,
,,,3.038,conversation-428081505,Turkey,1991-02-26,Telcon,"Telcon with Turgut Ozal, President of Turkey on February 26, 1991",428081505,https://catalog.archives.gov/id/428081505,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-02-26--Ozal.pdf,415891134; 415891135,1,63,Review likely source/context packet,chapter match: Turkey; same month: 1991-02; person signal: ozal; country signal: turkey,RS 003-002,Requested source pool: Presidential Daily Diary and Backup,1991-02-05,"President's Daily Diary Entry, February 5, 1991",186342,Schedule corroboration source,Presidential Daily Diary and Presidential Daily Backup Materials,https://catalog.archives.gov/id/186342,
,,,3.039,conversation-428081555,Turkey,1991-02-28,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, February 28, 1991",428081555,https://catalog.archives.gov/id/428081555,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-02-28--Ozal.pdf,415891138; 415891139,1,63,Review likely source/context packet,chapter match: Turkey; same month: 1991-02; person signal: ozal; country signal: turkey,RS 003-002,Requested source pool: Presidential Daily Diary and Backup,1991-02-05,"President's Daily Diary Entry, February 5, 1991",186342,Schedule corroboration source,Presidential Daily Diary and Presidential Daily Backup Materials,https://catalog.archives.gov/id/186342,
,,,3.040,conversation-428081553,Turkey,1991-03-27,No Telcon,"Telephone Call from Turgut Ozal, March 27, 1991",428081553,https://catalog.archives.gov/id/428081553,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-03-27--Ozal.pdf,415891192; 415891193,1,81,Review likely source/context packet,chapter match: Turkey; same month: 1991-03; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 077,Central Chronological Files,1991-03-01,March 1991 [1],470761744,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761744,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30514-003.pdf
,,,3.040,conversation-428081553,Turkey,1991-03-27,No Telcon,"Telephone Call from Turgut Ozal, March 27, 1991",428081553,https://catalog.archives.gov/id/428081553,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-03-27--Ozal.pdf,415891192; 415891193,2,69,Review likely source/context packet,same month: 1991-03; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 040,Central Chronological Files,1991-03-01,March 1991 [4],470761747,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761747,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30515-001.pdf
,,,3.041,conversation-428081593,Turkey,1991-04-02,Telcon,"Telcon with Turgut Ozal, President of Turkey on April 2, 1991",428081593,https://catalog.archives.gov/id/428081593,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-02--Ozal.pdf,415891204; 415891205,1,87,Review likely source/context packet,chapter match: Turkey; same month: 1991-04; person signal: ozal; document-type signal: telephone conversation; country signal: turkey; high-value packet,RS 005-004,Requested source pool: NSC/DC Meetings,1991-04-08 to 1991-04-08,"NSC/DC 268 - April 08, 1991 - NSC/DC Meeting on Iraqi Refugees via SVTS, Keywords: Iraq, Refugees",470761286,High-value EastMed lead,H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files,https://catalog.archives.gov/id/470761286,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-268-90019-017.pdf
,,,3.041,conversation-428081593,Turkey,1991-04-02,Telcon,"Telcon with Turgut Ozal, President of Turkey on April 2, 1991",428081593,https://catalog.archives.gov/id/428081593,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-02--Ozal.pdf,415891204; 415891205,2,69,Review likely source/context packet,same month: 1991-04; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 037,Central Chronological Files,1991-04-01,April 1991 [6],470761755,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761755,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30516-003.pdf
,,,3.041,conversation-428081593,Turkey,1991-04-02,Telcon,"Telcon with Turgut Ozal, President of Turkey on April 2, 1991",428081593,https://catalog.archives.gov/id/428081593,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-02--Ozal.pdf,415891204; 415891205,3,69,Review likely source/context packet,same month: 1991-04; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 042,Central Chronological Files,1991-04-01,April 1991 [1],470761750,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761750,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30515-004.pdf
,,,3.042,conversation-428081603,Turkey,1991-04-15,Telcon,"Telcon with Turgut Ozal,President of Turkey on April 15, 1991",428081603,https://catalog.archives.gov/id/428081603,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-15--Ozal.pdf,415891230; 415891231,1,87,Review likely source/context packet,chapter match: Turkey; same month: 1991-04; person signal: ozal; document-type signal: telephone conversation; country signal: turkey; high-value packet,RS 005-004,Requested source pool: NSC/DC Meetings,1991-04-08 to 1991-04-08,"NSC/DC 268 - April 08, 1991 - NSC/DC Meeting on Iraqi Refugees via SVTS, Keywords: Iraq, Refugees",470761286,High-value EastMed lead,H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files,https://catalog.archives.gov/id/470761286,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-268-90019-017.pdf
,,,3.042,conversation-428081603,Turkey,1991-04-15,Telcon,"Telcon with Turgut Ozal,President of Turkey on April 15, 1991",428081603,https://catalog.archives.gov/id/428081603,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-15--Ozal.pdf,415891230; 415891231,2,69,Review likely source/context packet,same month: 1991-04; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 037,Central Chronological Files,1991-04-01,April 1991 [6],470761755,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761755,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30516-003.pdf
,,,3.042,conversation-428081603,Turkey,1991-04-15,Telcon,"Telcon with Turgut Ozal,President of Turkey on April 15, 1991",428081603,https://catalog.archives.gov/id/428081603,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-15--Ozal.pdf,415891230; 415891231,3,69,Review likely source/context packet,same month: 1991-04; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 042,Central Chronological Files,1991-04-01,April 1991 [1],470761750,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761750,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30515-004.pdf
,,,3.043,conversation-428081617,Turkey,1991-04-16,Telcon,"Presidential Call to President Ozal, April 16, 1991 (2 of 2)",428081617,https://catalog.archives.gov/id/428081617,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-16--Ozal-2.pdf,415891232; 415891233,1,87,Review likely source/context packet,chapter match: Turkey; same month: 1991-04; person signal: ozal; document-type signal: telephone conversation; country signal: turkey; high-value packet,RS 005-004,Requested source pool: NSC/DC Meetings,1991-04-08 to 1991-04-08,"NSC/DC 268 - April 08, 1991 - NSC/DC Meeting on Iraqi Refugees via SVTS, Keywords: Iraq, Refugees",470761286,High-value EastMed lead,H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files,https://catalog.archives.gov/id/470761286,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-268-90019-017.pdf
,,,3.043,conversation-428081617,Turkey,1991-04-16,Telcon,"Presidential Call to President Ozal, April 16, 1991 (2 of 2)",428081617,https://catalog.archives.gov/id/428081617,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-16--Ozal-2.pdf,415891232; 415891233,2,69,Review likely source/context packet,same month: 1991-04; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 037,Central Chronological Files,1991-04-01,April 1991 [6],470761755,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761755,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30516-003.pdf
,,,3.043,conversation-428081617,Turkey,1991-04-16,Telcon,"Presidential Call to President Ozal, April 16, 1991 (2 of 2)",428081617,https://catalog.archives.gov/id/428081617,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-16--Ozal-2.pdf,415891232; 415891233,3,69,Review likely source/context packet,same month: 1991-04; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 042,Central Chronological Files,1991-04-01,April 1991 [1],470761750,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761750,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30515-004.pdf
,,,3.044,conversation-428081615,Turkey,1991-04-16,Telcon,"Telcon with President Ozal of Turkey on April 16, 1991 (1 of 2)",428081615,https://catalog.archives.gov/id/428081615,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-16--Ozal-1.pdf,415891232; 415891233,1,87,Review likely source/context packet,chapter match: Turkey; same month: 1991-04; person signal: ozal; document-type signal: telephone conversation; country signal: turkey; high-value packet,RS 005-004,Requested source pool: NSC/DC Meetings,1991-04-08 to 1991-04-08,"NSC/DC 268 - April 08, 1991 - NSC/DC Meeting on Iraqi Refugees via SVTS, Keywords: Iraq, Refugees",470761286,High-value EastMed lead,H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files,https://catalog.archives.gov/id/470761286,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-268-90019-017.pdf
,,,3.044,conversation-428081615,Turkey,1991-04-16,Telcon,"Telcon with President Ozal of Turkey on April 16, 1991 (1 of 2)",428081615,https://catalog.archives.gov/id/428081615,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-16--Ozal-1.pdf,415891232; 415891233,2,69,Review likely source/context packet,same month: 1991-04; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 037,Central Chronological Files,1991-04-01,April 1991 [6],470761755,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761755,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30516-003.pdf
,,,3.044,conversation-428081615,Turkey,1991-04-16,Telcon,"Telcon with President Ozal of Turkey on April 16, 1991 (1 of 2)",428081615,https://catalog.archives.gov/id/428081615,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-16--Ozal-1.pdf,415891232; 415891233,3,69,Review likely source/context packet,same month: 1991-04; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 042,Central Chronological Files,1991-04-01,April 1991 [1],470761750,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761750,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30515-004.pdf
